event_uid,venue_uid,start_date,end_date,venue,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season
16082956,11856697,2009-06-13,2009-06-13,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,8611441,2009-06-13,2009-06-13,0,6,summer,yes
16083036,14858902,2008-06-21,2008-07-05,Goldesberry Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,www.goldesberrygallery.com,8470578,2008-06-21,2008-07-05,14,6,summer,yes
16084952,6567283,2007-05-05,2007-06-16,Gallery Sonja Roesch,29.7454890612245,-95.370059122449,2309 Caroline Street,houston,77004,www.gallerysonjaroesch.com,10147308,2007-05-05,2007-06-16,42,5,spring,yes
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,2442472,2014-01-07,2014-01-07,0,1,winter,no
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,2485266,2014-01-07,2014-01-07,0,1,winter,no
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,3632664,2014-01-07,2014-01-07,0,1,winter,no
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,5766449,2014-01-07,2014-01-07,0,1,winter,no
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,6520440,2014-01-07,2014-01-07,0,1,winter,no
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,15542463,2014-01-07,2014-01-07,0,1,winter,no
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,15869685,2014-01-07,2014-01-07,0,1,winter,no
16091696,6022610,2014-01-07,2014-01-07,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,16600682,2014-01-07,2014-01-07,0,1,winter,no
16093357,6618085,2010-10-28,2010-10-28,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,NA,2010-10-28,2010-10-28,0,10,fall,yes
16095580,4334497,2007-12-01,2008-02-29,Station Museum of Contemporary Art,29.725085,-95.3554069,1502 Alabama Street,houston,77004,www.stationmuseum.com,10018168,2007-12-01,2008-02-29,90,12,winter,no
16095580,4334497,2007-12-01,2008-02-29,Station Museum of Contemporary Art,29.725085,-95.3554069,1502 Alabama Street,houston,77004,www.stationmuseum.com,10582077,2007-12-01,2008-02-29,90,12,winter,no
16095580,4334497,2007-12-01,2008-02-29,Station Museum of Contemporary Art,29.725085,-95.3554069,1502 Alabama Street,houston,77004,www.stationmuseum.com,15842667,2007-12-01,2008-02-29,90,12,winter,no
16095580,4334497,2007-12-01,2008-02-29,Station Museum of Contemporary Art,29.725085,-95.3554069,1502 Alabama Street,houston,77004,www.stationmuseum.com,16004707,2007-12-01,2008-02-29,90,12,winter,no
16096430,2533723,2019-02-16,2019-03-16,Rice University,29.720582,-95.393813,6100 Main Street,houston,77005,www.rice.edu,NA,2019-02-16,2019-03-16,28,2,winter,no
16096970,14088458,2018-09-01,2018-09-30,G Spot Gallery Houston,29.7869427,-95.3946265,310 East 9th Street,houston,77008,www.ggalleryhouston.com,7234316,2018-09-01,2018-09-30,29,9,fall,yes
16100321,16399049,2010-03-12,2010-04-25,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,5195988,2010-03-12,2010-04-25,44,3,spring,no
16100321,16399049,2010-03-12,2010-04-25,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,7366724,2010-03-12,2010-04-25,44,3,spring,no
16100321,16399049,2010-03-12,2010-04-25,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,14991844,2010-03-12,2010-04-25,44,3,spring,no
16102368,14221280,2013-06-28,2013-08-02,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,NA,2013-06-28,2013-08-02,35,6,summer,yes
16103389,8346100,2011-09-17,2011-09-17,JoMar Visions,29.7687312,-95.3507938,"1707 Nance Street, Studio E",houston,77020,www.jomarvisions.com,NA,2011-09-17,2011-09-17,0,9,fall,yes
16104175,15100653,2008-11-15,2008-12-27,Gallery 1724,29.7257621020408,-95.4024854489796,1724 Bissonnet Street,houston,77005,www.gallery1724.blogspot.com,4199480,2008-11-15,2008-12-27,42,11,fall,no
16105443,512846,2015-01-12,2015-01-12,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,NA,2015-01-12,2015-01-12,0,1,winter,no
16106020,2857335,2013-10-05,2013-10-27,G Gallery,29.7910235,-95.3949771,301 East 11 Street,houston,77008,www.ggalleryhouston.com,2883117,2013-10-05,2013-10-27,22,10,fall,yes
16106263,1459984,2007-09-06,2007-09-06,DiverseWorks,29.7685355,-95.3559525,1117 East Freeway,houston,77002,www.diverseworks.org,4695405,2007-09-06,2007-09-06,0,9,fall,yes
16106295,1153402,2013-06-10,2013-06-10,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,1776070,2013-06-10,2013-06-10,0,6,summer,yes
16106295,1153402,2013-06-10,2013-06-10,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,13432413,2013-06-10,2013-06-10,0,6,summer,yes
16108491,14199188,2016-11-11,2016-12-10,Octavia Art Gallery,29.737805,-95.435799,"3637 West Alabama Street, Suite 120",houston,77027,www.octaviaartgallery.com,12851760,2016-11-11,2016-12-10,29,11,fall,no
16108521,11856697,2007-03-09,2007-04-14,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,14517170,2007-03-09,2007-04-14,36,3,spring,no
16115950,12205918,2017-10-10,2017-11-13,Wedge Space,29.7046635,-95.2997982,"6815 Rustic Street, Felix Morales Building",houston,77087,wedgespace.tumblr.com,10715914,2017-10-10,2017-11-13,34,10,fall,yes
16116104,12952164,2009-11-20,2009-11-29,Mackey Gallery,29.7907011428571,-95.391361,628 East 11th Street,houston,77008,www.mackeygallery.com,15727222,2009-11-20,2009-11-29,9,11,fall,no
16117543,4984980,2010-08-07,2010-08-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,NA,2010-08-07,2010-08-31,24,8,summer,yes
16121158,6618085,2009-11-05,2010-02-07,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,4418575,2009-11-05,2010-02-07,94,11,fall,no
16121158,6618085,2009-11-05,2010-02-07,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,10609091,2009-11-05,2010-02-07,94,11,fall,no
16121158,6618085,2009-11-05,2010-02-07,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,11308274,2009-11-05,2010-02-07,94,11,fall,no
16121382,14258737,2017-05-01,2017-06-03,Spring Street Studios,29.7752312857143,-95.3762571836735,1824 Spring Street,houston,77007,NULL,NA,2017-05-01,2017-06-03,33,5,spring,yes
16122778,5231713,2018-09-07,2018-10-06,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,13631107,2018-09-07,2018-10-06,29,9,fall,yes
16122937,3781505,2018-11-19,2018-12-14,Campus Gallery (San Jacinto College South),29.6040443,-95.2284853,"13725 Beamer Road, Marie Flickinger Fine Arts Center",houston,77089,NULL,NA,2018-11-19,2018-12-14,25,11,fall,no
16123721,6618085,2010-05-07,2010-07-11,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,1684585,2010-05-07,2010-07-11,65,5,spring,yes
16123721,6618085,2010-05-07,2010-07-11,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,12176023,2010-05-07,2010-07-11,65,5,spring,yes
16126459,1552307,2015-04-25,2015-07-05,West Ave. River Oaks,29.740757,-95.418861,2800 Kirby Drive,houston,77098,NULL,4650842,2015-04-25,2015-07-05,71,4,spring,no
16126459,1552307,2015-04-25,2015-07-05,West Ave. River Oaks,29.740757,-95.418861,2800 Kirby Drive,houston,77098,NULL,7729942,2015-04-25,2015-07-05,71,4,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,121631,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,626013,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,904991,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,1084262,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,2177738,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,2349009,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,3686474,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,4521782,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,6694154,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,7368967,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,7581035,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,8761655,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,9077613,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,9557018,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,9940806,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,10769339,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,10986483,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,11312781,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,13122532,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,14427113,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,14820461,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,15166262,2016-03-24,2016-03-24,0,3,spring,no
16129790,8298559,2016-03-24,2016-03-24,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,15606155,2016-03-24,2016-03-24,0,3,spring,no
16129855,2271027,2011-11-29,2011-12-15,EMERGEncy Room Gallery,29.7173941,-95.4018312,6100 Main Street,houston,77005,studioart.rice.edu/Content.aspx?id=2147483734,318373,2011-11-29,2011-12-15,16,11,fall,no
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,1886768,2008-09-09,2008-09-25,16,9,fall,yes
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,2176855,2008-09-09,2008-09-25,16,9,fall,yes
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,2451759,2008-09-09,2008-09-25,16,9,fall,yes
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,3441956,2008-09-09,2008-09-25,16,9,fall,yes
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,4014364,2008-09-09,2008-09-25,16,9,fall,yes
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,5754645,2008-09-09,2008-09-25,16,9,fall,yes
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,11095551,2008-09-09,2008-09-25,16,9,fall,yes
16131520,416130,2008-09-09,2008-09-25,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,14839613,2008-09-09,2008-09-25,16,9,fall,yes
16131694,4451265,2015-03-28,2015-05-03,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,7817422,2015-03-28,2015-05-03,36,3,spring,no
16133363,10339974,2010-09-18,2010-09-18,The Joannex,29.736883,-95.395828,1401 Branard Street,houston,77006,thejoanna.org,NA,2010-09-18,2010-09-18,0,9,fall,yes
16136733,512846,2016-01-21,2016-02-28,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,997613,2016-01-21,2016-02-28,38,1,winter,no
16136733,512846,2016-01-21,2016-02-28,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,6986707,2016-01-21,2016-02-28,38,1,winter,no
16136733,512846,2016-01-21,2016-02-28,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,7481782,2016-01-21,2016-02-28,38,1,winter,no
16136733,512846,2016-01-21,2016-02-28,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,9640143,2016-01-21,2016-02-28,38,1,winter,no
16136733,512846,2016-01-21,2016-02-28,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,11970788,2016-01-21,2016-02-28,38,1,winter,no
16136733,512846,2016-01-21,2016-02-28,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,12388920,2016-01-21,2016-02-28,38,1,winter,no
16137316,5903412,2014-06-13,2014-06-14,Gallery M Squared,29.802980244898,-95.4022954285714,339 West 19th Street,houston,77008,www.gallerymsquared.com,NA,2014-06-13,2014-06-14,1,6,summer,yes
16142822,3155723,2018-10-20,2018-11-21,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,15916817,2018-10-20,2018-11-21,32,10,fall,yes
16143830,2271027,2012-04-19,2012-05-13,EMERGEncy Room Gallery,29.7173941,-95.4018312,6100 Main Street,houston,77005,studioart.rice.edu/Content.aspx?id=2147483734,5243756,2012-04-19,2012-05-13,24,4,spring,no
16144803,712212,2015-05-29,2015-07-04,David Shelton Gallery,29.7328175,-95.3908126,"4411 Montrose Boulevard, Suite B",houston,77006,davidsheltongallery.com,493167,2015-05-29,2015-07-04,36,5,spring,yes
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,141682,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,1257066,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,1711906,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,2582940,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,2802212,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,3148011,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,4784665,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,5102917,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,6645810,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,8369802,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,9124457,2014-02-15,2014-02-15,0,2,winter,no
16147030,4029071,2014-02-15,2014-02-15,Hardy & Nance Street Studio Complex,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020,nancestreetstudios.blogspot.com,9680651,2014-02-15,2014-02-15,0,2,winter,no
